shipment_id,order_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,shipping_cost,weight_kg,shipment_status,destination_city,delivery_attempts,delay_reason
S001946,O001946,J&T Express, 672362455 ,2023-04-28 01:13:00,2023-04-30,2023-05-07,120,3,Out for Delivery,Caloocan,,
S001947,O001947,FedEx, 634868401 ,2024-08-05 04:44:00,2024-08-13,,120,10,In Transit,Caloocan,1,Warehouse delay
S001948,O001948,FedEx,,2025-06-26 19:00:00,2025-07-01,2025-07-06,,5,Preparing,Davao City,1,Warehouse delay
S001949,O001949,Ninja Van,,2025-09-09 18:21:00,2025-09-17,2025-09-23,80,3,Out for Delivery, ANTIPOLO ,2,Warehouse delay
S001950,O001950,JRS Express, 506244491 ,2024-09-18 19:41:00,2024-09-29,2024-10-01,180,2,Delayed, ILOILO,2,Customer unavailable
S001951,O001951, DHL,,2025-05-21 03:54:00,2025-05-22,2025-05-21,120,0.5,Delivered,Antipolo,3,Carrier backlog
S001952,O001952,FedEx,TRK84996646,2023-05-09 04:09:00,2023-05-14,2023-05-13,150,, Out for Delivery,Pasig,3,Weather
S001953,O001953, j&t express,,2022-05-22 00:47:00,2022-05-28,2022-05-27,500,2,In Transit,Caloocan,1,Warehouse delay
S001954,O001954,JRS Express,,2024-06-10 21:35:00,2024-06-21,2024-06-19,180,0.5, Out for Delivery ,Cebu City,1,
S001955,O001955,FedEx,TRK38926583,2022-07-22 22:38:00,2022-07-25,2022-07-29,,,Delivered,Makati,2,Warehouse delay
S001956,O001956,FedEx,TRK65973908,2022-06-03 00:09:00,2022-06-09,2022-06-12,350,20,Out for Delivery,Davao City,1,
S001957,O001957,DHL,TRK81062023,2024-03-04 21:08:00,2024-03-15,2024-03-15,180,5,OUT FOR DELIVERY ,Quezon City,3,Customer unavailable
S001958,O001958,2GO,TRK14054919,2022-10-01 07:24:00,2022-10-04,,120,2,In Transit,Taguig,2,Customer unavailable
S001959,O001959,JRS Express, 372039705 ,2023-11-23 08:04:00,2023-12-03,2023-12-09,350,10,Out for Delivery,Manila,3,Carrier backlog
S001960,O001960,LBC,TRK90972821,2022-01-14 23:36:00,2022-01-26,2022-01-29,180,20,Preparing,Cebu City,2,Address issue
S001961,O001961,2GO, 485885756 ,2025-02-05 06:23:00,2025-02-09,2025-02-10,80,1, preparing,Manila,3,Warehouse delay
S001962,O001962,DHL, 136593768 ,2023-09-21 05:49:00,2023-09-25,2023-09-26,,1,In Transit,Makati,1,
S001963,O001963,Ninja Van,TRK87637943,2022-02-27 19:22:00,2022-02-28,2022-02-26,120,0.5,Lost,Caloocan,,Carrier backlog
S001964,O001964,LBC,TRK51640211,2024-12-14 21:41:00,2024-12-22,2024-12-26,120,15,Out for Delivery,Pasig,1,Warehouse delay
S001965,O001965, dhl,TRK21946691,2025-11-13 02:37:00,2025-11-17,2025-11-21,180,10,Preparing,Cebu City,1,Carrier backlog
S001966,O001966,lbc ,,2022-03-10 06:07:00,2022-03-11,,,2,Returned,Iloilo,1,Address issue
S001967,O001967,J&T Express,TRK18962009,2022-11-21 21:07:00,2022-11-26,2022-11-28,180,2,delivered ,Antipolo,3,Warehouse delay
S001968,O001968,J&T Express, 689963851 ,2022-04-13 08:17:00,2022-04-16,,180,0.5,Delivered,Davao City,2,Address issue
S001969,O001969, LBC ,,2025-11-01 18:08:00,2025-11-04,,180,3,,Davao City,1,Weather
S001970,O001970,DHL,TRK18923387,2025-04-16 02:13:00,2025-04-19,2025-04-21,150,1,Delivered,Taguig,1,Customer unavailable
S001971,O001971,J&T Express,,2024-11-30 00:21:00,2024-12-03,2024-12-03,350,1,Lost,Quezon City,3,Carrier backlog
S001972,O001972,DHL ,,2022-05-12 06:58:00,2022-05-14,2022-05-21,350,1, in transit ,Antipolo,2,
S001973,O001973,,,2025-09-26 08:31:00,2025-10-04,2025-10-08,350,10,Preparing,Taguig,,Warehouse delay
S001974,O001974,FedEx,,2024-04-03 00:44:00,2024-04-09,2024-04-15,500,,Delayed,Caloocan,1,
S001975,O001975,FedEx,,2022-05-14 17:58:00,2022-05-25,2022-05-23,80,2,Delivered,Makati,,Warehouse delay
S001976,O001976,LBC,TRK39830707,2025-10-08 18:55:00,2025-10-09,2025-10-16,80,2,In Transit,Manila,2,Carrier backlog
S001977,O001977,2GO,TRK65043663,2024-05-18 02:11:00,2024-05-27,2024-06-02,80,2,Preparing,Iloilo ,1,Carrier backlog
S001978,O001978,DHL,TRK90027949,2024-12-13 03:23:00,,,350,10,Out for Delivery,Antipolo,3,Carrier backlog
S001979,O001979,DHL,,2024-01-02 22:41:00,2024-01-11,2024-01-18,80,3,Delayed,Makati,2,Weather
S001980,O001980,FedEx, 148579650 ,2023-10-16 07:29:00,2023-10-19,2023-10-17,500,5,Preparing,Taguig,2,
S001981,O001981,2GO, 215053393 ,2023-06-23 04:12:00,2023-06-29,2023-07-04,500,10, Out for Delivery,Quezon City,1,Customer unavailable
S001982,O001982,DHL,,2022-06-18 23:17:00,2022-06-25,2022-06-29,350,3,Preparing,Davao City,,Carrier backlog
S001983,O001983,NINJA VAN, 374964374 ,2023-05-22 12:58:00,2023-06-02,2023-06-08,120,3,Lost,Cebu City,,Customer unavailable
S001984,O001984,J&T Express, 542663402 ,2025-12-16 11:09:00,2025-12-24,2025-12-22,150,,Preparing,Taguig,2,Weather
S001985,O001985,Ninja Van,TRK41582890,2024-10-23 17:34:00,2024-10-29,,,,In Transit,Davao City,2,Address issue
S001986,O001986,JRS Express, 849166369 ,2022-08-15 16:29:00,2022-08-20,2022-08-27,180,,Out for Delivery,Caloocan,1,Address issue
S001987,O001987,Ninja Van,TRK29328102,2025-11-11 06:34:00,2025-11-13,2025-11-20,80,2,Out for Delivery,Davao City,1,Warehouse delay
S001988,O001988,JRS Express, 528558309 ,2025-07-19 14:16:00,2025-07-27,2025-07-26,,2,Delivered,Pasig,,Customer unavailable
S001989,O001989,J&T Express, 351252284 ,2024-03-30 06:12:00,2024-04-03,2024-04-05,100,5,Lost,Cebu City,,Warehouse delay
S001990,O001990,JRS Express, 793586491 ,2022-03-08 06:26:00,2022-03-14,2022-03-16,250,15,Returned,Taguig,1,Warehouse delay
S001991,O001991,Ninja Van,,2024-01-07 08:39:00,2024-01-11,2024-01-14,,1,lost ,,2,Weather
S001992,O001992,DHL, 764088556 ,2023-09-17 08:28:00,2023-09-18,2023-09-20,350,15, delayed ,Makati,3,Carrier backlog
S001993,O001993,FedEx,,2023-07-31 01:59:00,2023-08-12,2023-08-16,80,0.5,Delayed, QUEZON CITY ,1,Customer unavailable
S001994,O001994,Ninja Van,,2025-08-17 09:46:00,2025-08-29,2025-08-27,180,3,Returned,Iloilo,3,
S001995,O001995,JRS Express,TRK74176667,2023-06-22 04:40:00,2023-07-04,2023-07-09,250,20,Delayed,Davao City,1,Carrier backlog
S001996,O001996,LBC,,2023-05-03 11:16:00,2023-05-06,2023-05-04,120,10,Delivered,Makati,1,Warehouse delay
S001997,O001997,,TRK54136147,2022-05-17 09:18:00,2022-05-24,2022-05-26,100,5,Preparing,Manila,1,Customer unavailable
S001998,O001998,2GO,TRK86211598,2022-02-21 21:39:00,,,120,10,Out for Delivery,Caloocan,1,Address issue
S001999,O001999,FedEx, 391433642 ,2022-10-20 16:32:00,2022-10-28,2022-10-28,350,2,Lost, makati,2,Customer unavailable
S002000,O002000,Ninja Van, 815322816 ,2024-08-31 07:09:00,2024-09-09,2024-09-07,150,20,In Transit,Pasig,3,
S002001,O002001,Ninja Van, 533111533 ,2025-10-12 01:34:00,2025-10-23,2025-10-22,250,5,Returned, Quezon City,2,Customer unavailable
S002002,O002002,FedEx,TRK66762000,2022-06-17 12:06:00,2022-06-21,2022-06-19,150,0.5,Delivered,pasig ,1,Weather
S002003,O002003,LBC,,2025-08-14 17:30:00,,,250,0.5, Out for Delivery ,Iloilo,1,Warehouse delay
S002004,O002004,LBC, 395220858 ,2023-11-27 07:58:00,,,180,1,Returned,Iloilo,1,Address issue
S002005,O002005,JRS Express,TRK79555449,2025-10-28 19:22:00,2025-11-01,2025-10-31,250,2,Returned,iloilo ,,Customer unavailable
S002006,O002006, jrs express,,2024-04-14 09:34:00,2024-04-25,,100,15,In Transit,Iloilo,1,
S002007,O002007, DHL,,2023-11-18 20:33:00,2023-11-19,2023-11-20,500,10,Delayed,pasig,1,Carrier backlog
S002008,O002008, ninja van ,,2024-10-14 19:24:00,2024-10-23,2024-10-29,150,1,Returned,Davao City,2,Address issue
S002009,O002009, LBC, 176089729 ,2024-05-23 06:27:00,2024-06-02,2024-06-08,500,20, DELAYED ,Taguig,1,
S002010,O002010,,,2026-01-05 16:29:00,2026-01-08,,350,,In Transit,Taguig,1,Address issue
S002011,O002011,dhl , 880158716 ,2024-05-08 06:50:00,2024-05-20,2024-05-22,120,20,Preparing,Davao City,2,Customer unavailable
S002012,O002012,FEDEX , 813235820 ,2024-05-02 00:38:00,2024-05-03,2024-05-03,250,0.5, OUT FOR DELIVERY ,Antipolo,1,Carrier backlog
S002013,O002013,Ninja Van, 861912357 ,2026-01-01 07:22:00,2026-01-03,2026-01-03,100,2,Delivered,Makati,1,
S002014,O002014,LBC, 486200266 ,2025-11-21 20:48:00,,,180,0.5,Lost,Makati,1,
S002015,O002015,JRS Express,,2022-05-02 12:40:00,2022-05-09,2022-05-12,150,5,Lost,Taguig,3,Address issue
S002016,O002016,2GO,TRK60152255,2023-04-25 04:25:00,2023-05-01,2023-05-01,150,1,Delivered,Pasig,2,Warehouse delay
S002017,O002017,J&T Express,TRK10881545,2022-11-23 19:47:00,2022-11-28,2022-11-30,150,,Delayed,Makati,1,Weather
S002018,O002018,JRS Express, 976913963 ,2023-12-10 09:07:00,2023-12-11,,250,5,Returned,Makati,3,
S002019,O002019,FedEx,TRK30677479,2023-06-06 19:28:00,2023-06-17,2023-06-23,180,0.5,Lost,Pasig,,Address issue
S002020,O002020,DHL,TRK59710132,2023-04-07 16:31:00,2023-04-13,2023-04-15,120,10,Preparing,Manila,1,Address issue
S002021,O002021,FedEx, 796318692 ,2025-08-11 07:46:00,2025-08-21,,500,5,returned, makati,3,Weather
S002022,O002022,LBC,TRK32387740,2022-03-14 11:42:00,2022-03-22,2022-03-24,500,5,Lost,Pasig,,Customer unavailable
S002023,O002023,2GO, 824856421 ,2024-05-21 19:26:00,2024-05-22,2024-05-24,80,2,Returned,Caloocan,3,
S002024,O002024,Ninja Van, 877196486 ,2024-09-09 20:53:00,2024-09-18,2024-09-23,180,1,Returned,Pasig,1,Weather
S002025,O002025,J&T Express, 981974209 ,2022-03-04 23:37:00,2022-03-05,,80,5,Preparing,Manila,1,
S002026,O002026,J&T Express,TRK13620167,2023-07-04 07:52:00,2023-07-12,2023-07-17,100,10,In Transit,Makati,1,Warehouse delay
S002027,O002027,DHL,TRK22330970,2024-05-14 12:29:00,2024-05-16,2024-05-18,180,3,Preparing,Quezon City,2,Address issue
S002028,O002028,DHL,TRK43282464,2025-04-24 14:45:00,2025-05-04,2025-05-09,500,5,Lost,Davao City,3,Address issue
S002029,O002029,DHL,TRK37092278,2022-08-11 05:36:00,2022-08-16,2022-08-17,,0.5,Returned,Pasig,1,Customer unavailable
S002030,O002030,, 377417093 ,2023-12-23 02:32:00,2023-12-31,2023-12-29,100,1,Delayed,CEBU CITY ,3,Carrier backlog
S002031,O002031,2GO,TRK49256087,2025-02-24 01:00:00,2025-03-01,2025-03-04,80,2,DELAYED ,Davao City,1,
S002032,O002032,DHL,TRK61672160,2024-09-21 00:49:00,2024-09-23,2024-09-27,,,Delayed,Iloilo,,Warehouse delay
S002033,O002033,Ninja Van,,2025-09-11 06:12:00,,,500,3,Lost, QUEZON CITY ,3,Warehouse delay
S002034,O002034,DHL,TRK40575391,2022-03-15 04:01:00,2022-03-24,2022-03-28,100,5,In Transit,Iloilo,,Warehouse delay
S002035,O002035,J&T Express, 343690749 ,2025-10-10 13:33:00,2025-10-19,2025-10-19,,0.5,Preparing,Manila,1,Weather
S002036,O002036,2GO,,2025-06-25 16:21:00,2025-07-04,2025-07-06,150,2,In Transit,Manila,,Weather
S002037,O002037,J&T Express,TRK22878426,2022-12-10 02:22:00,2022-12-21,2022-12-23,250,3,Lost,Davao City,2,Customer unavailable
S002038,O002038,J&T Express,TRK11245260,2024-10-03 22:04:00,2024-10-09,2024-10-09,100,15,,Iloilo,1,Weather
S002039,O002039,FedEx,TRK42848106,2022-04-30 14:12:00,2022-05-08,2022-05-12,,2,In Transit,Taguig,,Customer unavailable
S002040,O002040,LBC,,2023-05-07 18:50:00,2023-05-19,2023-05-25,,1,Returned,Makati,,Customer unavailable
S002041,O002041,JRS Express,,2023-12-31 23:25:00,2024-01-05,2024-01-03,120,10,Preparing,,,Weather
S002042,O002042,LBC,TRK51789040,2023-04-23 16:29:00,2023-05-01,2023-04-30,80,1,Out for Delivery, Caloocan ,3,Address issue
S002043,O002043, jrs express,TRK86557835,2022-04-21 15:01:00,2022-04-29,,,15,Out for Delivery, Pasig ,1,Carrier backlog
S002044,O002044,Ninja Van,TRK12422136,2024-05-06 15:30:00,,,100,15,Returned,Taguig,3,Address issue
S002045,O002045,LBC,TRK93731594,2024-01-10 03:41:00,,,250,3,In Transit,Antipolo,2,Address issue
S002046,O002046,,,2024-06-02 14:16:00,2024-06-06,,180,10,Out for Delivery,Quezon City,1,Address issue
S002047,O002047, 2GO , 227294508 ,2023-08-15 15:58:00,2023-08-20,2023-08-26,120,5,Out for Delivery,Makati,1,Customer unavailable
S002048,O002048,JRS Express,,2024-03-05 09:03:00,2024-03-09,2024-03-13,350,20,Lost,Manila,3,
S002049,O002049,J&T Express,,2025-06-07 07:52:00,2025-06-16,2025-06-14,80,10,Lost,Iloilo,3,Carrier backlog
S002050,O002050,FedEx, 167817870 ,2025-10-19 18:47:00,2025-10-27,2025-10-30,80,20,Preparing,Quezon City,1,Address issue
S002051,O002051,J&T Express,TRK81890949,2023-12-22 12:51:00,2023-12-31,2024-01-02,,0.5,Delivered, pasig ,3,Weather
S002052,O002052,J&T Express,TRK68646549,2023-01-05 03:02:00,2023-01-06,2023-01-06,250,5,Returned,Iloilo ,3,Customer unavailable
S002053,O002053,J&T Express,TRK87196765,2025-06-16 08:30:00,2025-06-28,2025-07-04,500,,Out for Delivery,Antipolo,1,Address issue
S002054,O002054, FEDEX,,2024-07-24 00:43:00,2024-07-29,2024-07-30,250,0.5,Delayed,Pasig,3,Address issue
S002055,O002055,LBC,TRK88466375,2025-11-05 23:04:00,2025-11-10,2025-11-14,180,2,Delivered,Iloilo,1,Warehouse delay
S002056,O002056,JRS Express,,2025-11-15 11:15:00,2025-11-26,2025-12-02,80,1,Preparing,Antipolo,,Customer unavailable
S002057,O002057,FedEx,TRK13172697,2022-09-04 12:55:00,2022-09-08,2022-09-11,100,2,Lost,Davao City,1,Carrier backlog
S002058,O002058,2GO,,2023-08-17 03:21:00,2023-08-28,2023-08-31,500,10,Returned,Caloocan ,1,Warehouse delay
S002059,O002059,FedEx,TRK53766846,2023-09-06 06:35:00,2023-09-07,2023-09-13,100,10,In Transit,Davao City,1,Weather
S002060,O002060,DHL,TRK83887772,2022-02-07 01:26:00,2022-02-13,2022-02-12,350,1,Delivered,Cebu City,2,Address issue
S002061,O002061,2GO,TRK26914626,2025-05-10 09:28:00,2025-05-14,2025-05-17,80,20,Delivered,Cebu City,1,Warehouse delay
S002062,O002062,LBC,TRK68825395,2022-06-11 16:03:00,2022-06-18,,250,0.5,Delivered ,Quezon City,3,Carrier backlog
S002063,O002063,2GO,TRK68809939,2022-07-04 14:42:00,2022-07-14,2022-07-16,500,0.5,Delivered,Davao City,,Warehouse delay
S002064,O002064, JRS Express , 198270362 ,2025-06-06 18:46:00,2025-06-09,2025-06-14,80,10,PREPARING,Davao City,,Customer unavailable
S002065,O002065,JRS Express, 668456445 ,2022-12-15 11:24:00,2022-12-23,2022-12-29,180,,Delivered,antipolo,1,Carrier backlog
S002066,O002066,FedEx, 159190402 ,2024-11-06 16:36:00,2024-11-15,2024-11-17,,2,Returned,Cebu City,1,
S002067,O002067,Ninja Van, 502984270 ,2023-11-28 01:38:00,2023-12-05,2023-12-09,,20,Returned,Cebu City,,
S002068,O002068,J&T Express,TRK78493559,2022-03-03 23:58:00,2022-03-15,2022-03-22,,5,Delivered,Iloilo,2,Address issue
S002069,O002069, NINJA VAN ,TRK72550790,2026-01-03 04:35:00,2026-01-08,,500,2,Out for Delivery,Pasig,1,Weather
S002070,O002070,DHL,TRK11333653,2024-12-25 05:25:00,2025-01-06,2025-01-07,150,1,Lost,Antipolo,1,Weather
S002071,O002071,JRS Express,,2022-12-14 08:24:00,,,,3,Preparing,Makati,2,Weather
S002072,O002072,Ninja Van, 894744534 ,2022-11-21 17:09:00,2022-11-23,2022-11-22,350,1, Delivered,Antipolo,2,
S002073,O002073,JRS Express,,2025-06-16 21:59:00,2025-06-18,2025-06-16,120,20,Out for Delivery,Caloocan,,Address issue
S002074,O002074,DHL,TRK77412816,2023-02-23 07:45:00,2023-03-05,2023-03-06,120,,Delayed,Davao City,1,Weather
S002075,O002075,DHL, 252982366 ,2024-07-25 13:52:00,2024-07-26,2024-08-02,80,2,Preparing,Makati,1,Customer unavailable
S002076,O002076,FedEx, 909731489 ,2025-03-15 01:19:00,2025-03-26,,80,3,Preparing,Davao City,1,Carrier backlog
S002077,O002077,LBC,,2022-01-12 00:55:00,2022-01-16,2022-01-18,350,10,Delivered,Davao City,1,Weather
S002078,O002078,, 929627544 ,2023-11-09 14:08:00,2023-11-15,2023-11-21,80,0.5,Lost, Antipolo,3,Customer unavailable
S002079,O002079,2GO, 785177467 ,2024-03-13 13:09:00,2024-03-16,2024-03-15,100,3,Out for Delivery,,1,Warehouse delay
S002080,O002080,2GO,TRK38635489,2025-11-22 14:59:00,2025-11-28,,180,3,Out for Delivery,Manila,2,Address issue
S002081,O002081, Ninja Van, 653765086 ,2025-04-16 15:55:00,2025-04-17,2025-04-18,180,2,Returned,Cebu City,1,Weather
S002082,O002082,Ninja Van, 584260586 ,2023-10-06 00:05:00,2023-10-17,2023-10-23,350,0.5, Out for Delivery ,antipolo,1,Carrier backlog
S002083,O002083,Ninja Van,TRK45120128,2025-10-31 16:53:00,2025-11-10,2025-11-17,180,,RETURNED,Pasig,1,Address issue
S002084,O002084,LBC,TRK77823653,2025-10-28 16:28:00,2025-10-29,2025-10-27,,0.5,DELIVERED ,Taguig,3,Warehouse delay
S002085,O002085,LBC,,2024-08-23 21:50:00,2024-08-24,2024-08-31,250,1,In Transit,Pasig,1,Address issue
S002086,O002086,JRS Express,,2022-11-16 21:20:00,2022-11-26,2022-11-26,500,20,,Caloocan,,Customer unavailable
S002087,O002087, 2go , 802719460 ,2025-11-18 18:32:00,,,250,0.5,In Transit,Pasig,1,Carrier backlog
S002088,O002088,J&T Express, 928019249 ,2022-11-08 17:35:00,2022-11-14,2022-11-20,100,5,,Antipolo,1,Warehouse delay
S002089,O002089,JRS Express, 763680656 ,2023-02-20 16:12:00,2023-02-22,,100,5,In Transit,Antipolo,1,Address issue
S002090,O002090,LBC,,2025-11-26 09:39:00,2025-11-27,2025-12-01,,2,Lost,Quezon City,,Carrier backlog
S002091,O002091,LBC,,2023-10-16 06:20:00,2023-10-21,2023-10-27,100,, In Transit ,Taguig,1,Carrier backlog
S002092,O002092, 2GO,,2024-02-01 08:23:00,2024-02-06,2024-02-08,80,5,Lost,Manila,1,
S002093,O002093,LBC,TRK76009527,2022-10-22 22:21:00,2022-10-24,,150,1,Returned,Antipolo,3,Carrier backlog
S002094,O002094,LBC,TRK47501605,2024-12-15 08:07:00,2024-12-26,2024-12-27,500,3,RETURNED ,Taguig,1,
S002095,O002095,J&T Express,,2022-01-28 17:20:00,2022-02-08,2022-02-15,180,1,Delivered,Antipolo,1,Carrier backlog
S002096,O002096, 2GO ,TRK29771984,2024-07-27 15:17:00,2024-08-05,2024-08-10,500,5,Out for Delivery,Manila,2,Carrier backlog
S002097,O002097,LBC, 178019931 ,2023-12-19 10:26:00,2023-12-21,2023-12-26,100,0.5,Delivered,Cebu City,,Carrier backlog
S002098,O002098,,TRK29471912,2023-11-06 21:07:00,2023-11-14,2023-11-20,100,3, lost,Caloocan,,Warehouse delay
S002099,O002099,J&T Express,,2025-07-05 17:17:00,2025-07-06,2025-07-12,350,0.5,Delayed,Caloocan,2,Address issue
S002100,O002100,2GO,TRK65847023,2023-01-26 17:31:00,2023-01-29,2023-02-05,250,3,,,1,Customer unavailable
S002101,O002101,JRS Express,TRK43269476,2025-08-04 07:21:00,2025-08-10,2025-08-11,500,3,In Transit,Caloocan,1,Carrier backlog
S002102,O002102,LBC,,2024-10-23 22:13:00,,,80,2,Lost,Caloocan,1,Carrier backlog
S002103,O002103,2go ,TRK26926745,2022-09-15 23:17:00,2022-09-19,2022-09-18,350,5,Delivered,Cebu City,2,
S002104,O002104,J&T Express, 229262538 ,2024-09-20 16:42:00,2024-09-26,,150,0.5,IN TRANSIT,Manila,1,Address issue
S002105,O002105,LBC,TRK74832129,2025-05-11 11:39:00,2025-05-19,,100,15,Preparing,Davao City,,
S002106,O002106,FedEx, 378821201 ,2023-04-18 20:47:00,2023-04-21,2023-04-26,500,20,In Transit,Makati,1,
S002107,O002107,JRS Express,TRK60936086,2022-06-22 06:44:00,,,150,,Delivered,Taguig,1,
S002108,O002108,2GO,,2024-09-18 00:36:00,2024-09-27,2024-10-01,,10,Out for Delivery,Davao City,1,Carrier backlog
S002109,O002109,FedEx,TRK73899342,2023-01-11 12:20:00,2023-01-21,,,15,Lost,Iloilo,1,Warehouse delay
S002110,O002110,FedEx,TRK53718230,2022-08-14 19:35:00,,,180,0.5,delivered,Caloocan,1,Address issue
S002111,O002111,J&T Express, 857597092 ,2025-11-23 10:15:00,2025-12-03,2025-12-09,150,15,Preparing,Makati,,Customer unavailable
S002112,O002112,JRS Express,,2023-08-12 14:56:00,2023-08-21,2023-08-26,120,5,Lost,Iloilo,1,Weather
S002113,O002113,JRS Express, 214542549 ,2022-12-08 11:41:00,2022-12-13,2022-12-12,100,10,Delayed,Antipolo,1,Carrier backlog
S002114,O002114, DHL, 958231213 ,2025-09-12 10:04:00,2025-09-15,2025-09-22,500,10,LOST ,Iloilo,,Customer unavailable
S002115,O002115,FedEx,TRK50414664,2022-03-19 23:45:00,2022-03-29,2022-03-29,120,10, Preparing ,Antipolo,1,Weather
S002116,O002116,FedEx,TRK39354489,2024-11-13 04:39:00,2024-11-16,2024-11-17,150,,Preparing,iloilo ,1,Address issue
S002117,O002117,LBC,TRK94327390,2024-11-05 09:52:00,2024-11-08,2024-11-11,,3,Delayed, Pasig,3,Weather
S002118,O002118,J&T Express ,,2023-03-19 22:39:00,2023-03-22,2023-03-22,80,15,Delivered,Manila,1,Customer unavailable
S002119,O002119,Ninja Van,,2024-07-26 17:01:00,,,,5,Delivered,Cebu City,1,Address issue
S002120,O002120,2GO, 170199042 ,2023-03-11 11:04:00,2023-03-20,2023-03-22,120,0.5,Lost,Cebu City,2,Weather
S002121,O002121,2GO,,2024-11-07 02:06:00,2024-11-08,,250,2, OUT FOR DELIVERY,Iloilo,1,Weather
S002122,O002122,Ninja Van,,2023-03-04 08:29:00,2023-03-05,2023-03-08,100,0.5,Lost, Antipolo ,1,Warehouse delay
S002123,O002123,Ninja Van, 479605045 ,2024-07-16 04:13:00,2024-07-17,,350,5,Lost,Taguig,1,Warehouse delay
S002124,O002124, DHL,,2025-03-05 22:25:00,2025-03-07,2025-03-11,80,20, Returned ,Iloilo,2,Customer unavailable
S002125,O002125,Ninja Van,,2025-01-30 07:21:00,2025-02-06,2025-02-05,180,10,Preparing,Pasig,2,Warehouse delay
S002126,O002126,LBC,,2023-03-06 07:40:00,2023-03-07,2023-03-14,500,,Returned,Cebu City,,Carrier backlog
S002127,O002127,2GO, 238225543 ,2022-11-29 12:47:00,2022-11-30,2022-12-06,80,0.5,Preparing,Pasig,3,Weather
S002128,O002128,DHL,,2023-06-16 13:25:00,2023-06-17,2023-06-16,500,3,Lost,Makati,1,Address issue
S002129,O002129,LBC, 159440713 ,2022-04-12 19:18:00,2022-04-14,2022-04-13,,3,Delayed,Caloocan,1,Address issue
S002130,O002130, J&T Express,TRK66454642,2025-05-13 15:02:00,2025-05-23,2025-05-23,120,,Out for Delivery,Antipolo,2,
S002131,O002131,, 454607589 ,2024-09-17 16:42:00,2024-09-27,,120,20,Out for Delivery,,,Warehouse delay
S002132,O002132,J&T Express,TRK47094333,2023-12-18 00:10:00,2023-12-24,2023-12-27,80,3,In Transit,Manila,1,
S002133,O002133, 2GO,,2024-04-12 20:39:00,2024-04-14,2024-04-18,350,0.5,Delayed,Taguig,3,Carrier backlog
S002134,O002134, FedEx ,,2022-02-08 10:46:00,,,150,20,Out for Delivery,Taguig,1,Weather
S002135,O002135,DHL,,2022-01-14 14:45:00,2022-01-20,,120,,Returned,Manila,1,Address issue
S002136,O002136,JRS Express,TRK20526397,2022-09-07 05:14:00,,,250,5,Out for Delivery,Quezon City,1,Weather
S002137,O002137,LBC,TRK38241209,2025-12-25 04:19:00,2026-01-02,,180,5, Lost,Caloocan,1,Warehouse delay
S002138,O002138,J&T Express,,2024-09-29 15:28:00,2024-10-05,2024-10-07,120,10,Out for Delivery,Davao City,,Carrier backlog
S002139,O002139,Ninja Van,,2023-01-28 00:05:00,2023-02-04,2023-02-02,150,3,Returned,Davao City,,
S002140,O002140,J&T Express,,2023-10-08 18:26:00,2023-10-10,2023-10-17,180,,Lost,Taguig,3,Warehouse delay
S002141,O002141,Ninja Van ,,2024-07-23 11:01:00,2024-08-02,2024-08-02,120,,Delayed,Antipolo,1,Weather
S002142,O002142, NINJA VAN,,2022-02-11 21:28:00,2022-02-19,2022-02-20,150,5,Out for Delivery,Quezon City,1,Weather
S002143,O002143,FedEx,,2024-08-21 16:21:00,,,180,15,In Transit,Iloilo,2,Address issue
S002144,O002144,2GO,TRK10114128,2025-07-05 09:35:00,2025-07-08,2025-07-11,80,2,Lost,Davao City,1,Weather
S002145,O002145,J&T Express, 952979213 ,2022-09-23 23:40:00,2022-10-02,,,10,Delayed,Cebu City,2,Address issue
S002146,O002146,Ninja Van,,2022-03-30 18:21:00,2022-04-07,2022-04-05,150,5,Delivered,Quezon City,2,Warehouse delay
S002147,O002147,DHL,,2024-12-15 12:10:00,2024-12-22,2024-12-28,100,,Out for Delivery,,1,Weather
S002148,O002148,LBC, 829450551 ,2022-06-02 06:10:00,2022-06-11,2022-06-17,80,2,In Transit,Cebu City,,Warehouse delay
S002149,O002149,Ninja Van,,2025-02-18 13:55:00,2025-02-24,2025-02-22,,5,Preparing,Manila,2,
S002150,O002150,J&T Express,TRK57626263,2024-07-16 07:22:00,2024-07-24,2024-07-27,350,3,Out for Delivery,Manila,,Weather
S002151,O002151,FedEx,,2023-02-24 22:36:00,2023-02-25,,,3,Delayed,Cebu City,,Address issue
S002152,O002152,DHL, 409633634 ,2025-10-04 09:37:00,2025-10-16,,350,0.5,Preparing,Iloilo,1,Address issue
S002153,O002153,FedEx,TRK57242158,2024-05-21 13:25:00,2024-06-01,2024-06-04,180,3,Preparing, Pasig,1,Address issue
S002154,O002154,LBC, 494489611 ,2022-07-16 03:24:00,2022-07-28,2022-07-30,150,10,,Quezon City,3,Address issue
S002155,O002155,2GO,TRK83212414,2022-11-19 08:45:00,2022-11-25,2022-11-26,120,3,Returned,Makati,,Warehouse delay
S002156,O002156, FEDEX , 560607537 ,2025-12-02 11:16:00,2025-12-14,2025-12-17,80,1,Delivered,Antipolo,3,Carrier backlog
S002157,O002157,J&T Express,TRK91371616,2024-12-22 22:02:00,2024-12-25,2024-12-25,350,10,Preparing,Davao City,,Weather
S002158,O002158,DHL ,,2025-07-11 15:28:00,,,80,,Returned,Manila,3,
